date,value,agency,anomaly
2020-11-06,172,AAA,0
2020-11-06,326,CCC,0
2020-11-07,108,BBB,0
2020-11-07,171,AAA,0
2020-11-07,328,CCC,0
2020-11-08,92,BBB,1
2020-11-08,311,CCC,1
2020-11-08,155,AAA,1
2020-11-09,368,CCC,1
2020-11-09,148,BBB,1
2020-11-09,211,AAA,1
2020-11-10,328,CCC,0
2020-11-10,114,BBB,0
2020-11-10,173,AAA,0
2020-11-11,342,CCC,1
2020-11-11,118,BBB,1
2020-11-11,189,AAA,1
2020-11-12,163,BBB,1
2020-11-12,224,AAA,1
2020-11-12,382,CCC,1
2020-11-13,177,AAA,0
2020-11-13,327,CCC,0
2020-11-13,115,BBB,0
2020-11-14,181,AAA,0
2020-11-14,332,CCC,0
2020-11-14,110,BBB,0
2020-11-15,164,AAA,1
2020-11-15,103,BBB,1
2020-11-15,316,CCC,1
2020-11-16,122,BBB,0
2020-11-16,179,AAA,0
2020-11-16,333,CCC,0
2020-11-17,130,BBB,1
2020-11-17,199,AAA,1
2020-11-17,347,CCC,1
2020-11-18,86,BBB,1
2020-11-18,155,AAA,1
2020-11-18,312,CCC,1
2020-11-19,189,AAA,0
2020-11-19,335,CCC,0
2020-11-19,113,BBB,0
2020-11-20,331,CCC,0
2020-11-20,118,BBB,0
2020-11-20,179,AAA,0
2020-11-21,334,CCC,0
2020-11-21,120,BBB,0
2020-11-21,181,AAA,0
2020-11-22,337,CCC,0
2020-11-22,113,BBB,0
2020-11-22,185,AAA,0
2020-11-23,329,CCC,1
2020-11-23,174,AAA,1
2020-11-23,108,BBB,1
2020-11-24,204,AAA,1
2020-11-24,358,CCC,1
2020-11-24,140,BBB,1
2020-11-25,188,AAA,0
2020-11-25,337,CCC,0
2020-11-25,116,BBB,0
2020-11-26,188,AAA,0
2020-11-26,338,CCC,0
2020-11-26,120,BBB,0
2020-11-27,339,CCC,0
2020-11-27,123,BBB,0
2020-11-27,188,AAA,0
2020-11-28,110,BBB,1
2020-11-28,177,AAA,1
2020-11-28,330,CCC,1
2020-11-29,121,BBB,0
2020-11-29,183,AAA,0
2020-11-29,338,CCC,0
2020-11-30,205,AAA,1
2020-11-30,354,CCC,1
2020-11-30,138,BBB,1
2020-12-01,342,CCC,0
2020-12-01,126,BBB,0
2020-12-01,190,AAA,0
2020-12-02,324,CCC,1
2020-12-02,107,BBB,1
2020-12-02,175,AAA,1
2020-12-03,344,CCC,0
2020-12-03,127,BBB,0
2020-12-03,188,AAA,0
2020-12-04,128,BBB,0
2020-12-04,196,AAA,0
2020-12-04,344,CCC,0
2020-12-05,185,AAA,1
2020-12-05,327,CCC,1
2020-12-05,118,BBB,1
2020-12-06,192,AAA,0
2020-12-06,345,CCC,0
2020-12-06,129,BBB,0
2020-12-07,197,AAA,0
2020-12-07,130,BBB,0
2020-12-07,350,CCC,0
2020-12-08,130,BBB,0
2020-12-08,202,AAA,0
2020-12-08,351,CCC,0
2020-12-09,110,BBB,1
2020-12-09,179,AAA,1
2020-12-09,329,CCC,1
2020-12-10,134,BBB,0
2020-12-10,193,AAA,0
2020-12-10,351,CCC,0
2020-12-11,184,AAA,1
2020-12-11,334,CCC,1
2020-12-11,118,BBB,1
2020-12-12,351,CCC,0
2020-12-12,135,BBB,0
2020-12-12,201,AAA,0
2020-12-13,335,CCC,1
2020-12-13,121,BBB,1
2020-12-13,193,AAA,1
2020-12-14,352,CCC,0
2020-12-14,199,AAA,0
2020-12-14,132,BBB,0
2020-12-15,203,AAA,0
2020-12-15,357,CCC,0
2020-12-15,135,BBB,0
2020-12-16,201,AAA,0
2020-12-16,355,CCC,0
2020-12-16,137,BBB,0
2020-12-17,208,AAA,0
2020-12-17,351,CCC,0
2020-12-17,138,BBB,0
2020-12-18,358,CCC,0
2020-12-18,140,BBB,0
2020-12-18,205,AAA,0
2020-12-19,154,BBB,1
2020-12-19,213,AAA,1
2020-12-19,369,CCC,1
2020-12-20,140,BBB,0
2020-12-20,207,AAA,0
2020-12-20,357,CCC,0
2020-12-21,140,BBB,0
2020-12-21,208,AAA,0
2020-12-21,355,CCC,0
2020-12-22,131,BBB,1
2020-12-22,344,CCC,1
2020-12-22,197,AAA,1
2020-12-23,358,CCC,0
2020-12-23,144,BBB,0
2020-12-23,211,AAA,0
2020-12-24,361,CCC,0
2020-12-24,143,BBB,0
2020-12-24,213,AAA,0
2020-12-25,334,CCC,1
2020-12-25,120,BBB,1
2020-12-25,189,AAA,1
2020-12-26,146,BBB,0
2020-12-26,213,AAA,0
2020-12-26,362,CCC,0
2020-12-27,204,AAA,1
2020-12-27,343,CCC,1
2020-12-27,136,BBB,1
2020-12-28,214,AAA,0
2020-12-28,359,CCC,0
2020-12-28,142,BBB,0
2020-12-29,384,CCC,1
2020-12-29,172,BBB,1
2020-12-29,245,AAA,1
2020-12-30,153,BBB,0
2020-12-30,219,AAA,0
2020-12-30,363,CCC,0
2020-12-31,154,BBB,1
2020-12-31,221,AAA,1
2020-12-31,369,CCC,1
2021-01-01,148,BBB,0
2021-01-01,217,AAA,0
2021-01-01,364,CCC,0
2021-01-02,216,AAA,0
2021-01-02,369,CCC,0
2021-01-02,150,BBB,0
2021-01-03,347,CCC,1
2021-01-03,133,BBB,1
2021-01-03,206,AAA,1
2021-01-04,378,CCC,1
2021-01-04,167,BBB,1
2021-01-04,234,AAA,1
2021-01-05,379,CCC,1
2021-01-05,233,AAA,1
2021-01-05,167,BBB,1
2021-01-06,224,AAA,0
2021-01-06,371,CCC,0
2021-01-06,154,BBB,0
2021-01-07,208,AAA,1
2021-01-07,350,CCC,1
2021-01-07,139,BBB,1
2021-01-08,229,AAA,0
2021-01-08,375,CCC,0
2021-01-08,161,BBB,0
2021-01-09,371,CCC,0
2021-01-09,156,BBB,0
2021-01-09,217,AAA,0
2021-01-10,153,BBB,1
2021-01-10,225,AAA,1
2021-01-10,371,CCC,1
2021-01-11,160,BBB,0
2021-01-11,221,AAA,0
2021-01-11,370,CCC,0
2021-01-12,170,BBB,1
2021-01-12,381,CCC,1
2021-01-12,245,AAA,1
2021-01-13,372,CCC,0
2021-01-13,161,BBB,0
2021-01-13,229,AAA,0
2021-01-14,389,CCC,1
2021-01-14,173,BBB,1
2021-01-14,245,AAA,1
2021-01-15,375,CCC,0
2021-01-15,168,BBB,0
2021-01-15,232,AAA,0
2021-01-16,164,BBB,1
2021-01-16,228,AAA,1
2021-01-16,374,CCC,1
2021-01-17,230,AAA,0
2021-01-17,373,CCC,0
2021-01-17,163,BBB,0
2021-01-18,222,AAA,1
2021-01-18,367,CCC,1
2021-01-18,156,BBB,1
2021-01-19,223,AAA,1
2021-01-19,361,CCC,1
2021-01-19,155,BBB,1
2021-01-20,251,AAA,1
2021-01-20,185,BBB,1
2021-01-20,394,CCC,1
2021-01-21,164,BBB,0
2021-01-21,237,AAA,0
2021-01-21,377,CCC,0
2021-01-22,191,BBB,1
2021-01-22,255,AAA,1
2021-01-22,398,CCC,1
2021-01-23,176,BBB,0
2021-01-23,242,AAA,0
2021-01-23,382,CCC,0
2021-01-24,239,AAA,0
2021-01-24,378,CCC,0
2021-01-24,173,BBB,0
2021-01-25,393,CCC,1
2021-01-25,187,BBB,1
2021-01-25,252,AAA,1
2021-01-26,377,CCC,0
2021-01-26,170,BBB,0
2021-01-26,242,AAA,0
2021-01-27,177,BBB,0
2021-01-27,240,AAA,0
2021-01-27,382,CCC,0
2021-01-28,241,AAA,0
2021-01-28,385,CCC,0
2021-01-28,171,BBB,0
2021-01-29,244,AAA,1
2021-01-29,385,CCC,1
2021-01-29,172,BBB,1
2021-01-30,246,AAA,0
2021-01-30,388,CCC,0
2021-01-30,173,BBB,0
2021-01-31,387,CCC,0
2021-01-31,173,BBB,0
2021-01-31,247,AAA,0
2021-02-01,176,BBB,0
2021-02-01,245,AAA,0
2021-02-01,385,CCC,0
2021-02-02,173,BBB,0
2021-02-02,247,AAA,0
2021-02-02,381,CCC,0
2021-02-03,175,BBB,0
2021-02-03,390,CCC,0
2021-02-03,245,AAA,0
2021-02-04,386,CCC,0
2021-02-04,175,BBB,0
2021-02-04,250,AAA,0
2021-02-05,380,CCC,1
2021-02-05,179,BBB,1
2021-02-05,242,AAA,1
2021-02-06,395,CCC,0
2021-02-06,184,BBB,0
2021-02-06,250,AAA,0
2021-02-07,203,BBB,1
2021-02-07,268,AAA,1
2021-02-07,404,CCC,1
2021-02-08,270,AAA,1
2021-02-08,411,CCC,1
2021-02-08,199,BBB,1
2021-02-09,252,AAA,0
2021-02-09,391,CCC,0
2021-02-09,181,BBB,0
2021-02-10,391,CCC,0
2021-02-10,184,BBB,0
2021-02-10,251,AAA,0
2021-02-11,179,BBB,0
2021-02-11,247,AAA,0
2021-02-11,391,CCC,0
2021-02-12,180,BBB,0
2021-02-12,252,AAA,0
2021-02-12,391,CCC,0
2021-02-13,179,BBB,0
2021-02-13,254,AAA,0
2021-02-13,400,CCC,0
2021-02-14,239,AAA,1
2021-02-14,375,CCC,1
2021-02-14,173,BBB,1
2021-02-15,393,CCC,0
2021-02-15,182,BBB,0
2021-02-15,257,AAA,0
2021-02-16,392,CCC,0
2021-02-16,189,BBB,0
2021-02-16,252,AAA,0
2021-02-17,397,CCC,0
2021-02-17,185,BBB,0
2021-02-17,251,AAA,0
2021-02-18,411,CCC,1
2021-02-18,277,AAA,1
2021-02-18,204,BBB,1
2021-02-19,242,AAA,1
2021-02-19,379,CCC,1
2021-02-19,172,BBB,1
2021-02-20,260,AAA,0
2021-02-20,398,CCC,0
2021-02-20,189,BBB,0
2021-02-21,241,AAA,1
2021-02-21,386,CCC,1
2021-02-21,170,BBB,1
2021-02-22,395,CCC,0
2021-02-22,192,BBB,0
2021-02-22,262,AAA,0
2021-02-23,189,BBB,1
2021-02-23,265,AAA,1
2021-02-23,393,CCC,1
2021-02-24,179,BBB,1
2021-02-24,253,AAA,1
2021-02-24,386,CCC,1
2021-02-25,260,AAA,1
2021-02-25,401,CCC,1
2021-02-25,191,BBB,1
2021-02-26,417,CCC,1
2021-02-26,207,BBB,1
2021-02-26,280,AAA,1
2021-02-27,401,CCC,0
2021-02-27,196,BBB,0
2021-02-27,263,AAA,0
2021-02-28,413,CCC,1
2021-02-28,205,BBB,1
2021-02-28,284,AAA,1
2021-03-01,195,BBB,0
2021-03-01,260,AAA,0
2021-03-01,407,CCC,0
2021-03-02,250,AAA,1
2021-03-02,391,CCC,1
2021-03-02,184,BBB,1
2021-03-03,248,AAA,1
2021-03-03,380,CCC,1
2021-03-03,170,BBB,1
2021-03-04,293,AAA,1
2021-03-04,223,BBB,1
2021-03-04,429,CCC,1
2021-03-05,196,BBB,0
2021-03-05,268,AAA,0
2021-03-05,402,CCC,0
2021-03-06,194,BBB,0
2021-03-06,264,AAA,0
2021-03-06,404,CCC,0
2021-03-07,194,BBB,0
2021-03-07,267,AAA,0
2021-03-07,398,CCC,0
2021-03-08,265,AAA,0
2021-03-08,402,CCC,0
2021-03-08,196,BBB,0
2021-03-09,422,CCC,1
2021-03-09,212,BBB,1
2021-03-09,282,AAA,1
2021-03-10,403,CCC,0
2021-03-10,197,BBB,0
2021-03-10,268,AAA,0
2021-03-11,368,CCC,1
2021-03-11,227,AAA,1
2021-03-11,159,BBB,1
2021-03-12,245,AAA,1
2021-03-12,382,CCC,1
2021-03-12,171,BBB,1
2021-03-13,300,AAA,1
2021-03-13,426,CCC,1
2021-03-13,226,BBB,1
2021-03-14,265,AAA,0
2021-03-14,404,CCC,0
2021-03-14,198,BBB,0
2021-03-15,396,CCC,0
2021-03-15,190,BBB,0
2021-03-15,270,AAA,0
2021-03-16,214,BBB,1
2021-03-16,286,AAA,1
2021-03-16,419,CCC,1
2021-03-17,178,BBB,1
2021-03-17,243,AAA,1
2021-03-17,388,CCC,1
2021-03-18,178,BBB,1
2021-03-18,252,AAA,1
2021-03-18,385,CCC,1
2021-03-19,194,BBB,0
2021-03-19,401,CCC,0
2021-03-19,270,AAA,0
2021-03-20,386,CCC,1
2021-03-20,180,BBB,1
2021-03-20,251,AAA,1
2021-03-21,404,CCC,0
2021-03-21,198,BBB,0
2021-03-21,265,AAA,0
2021-03-22,405,CCC,0
2021-03-22,199,BBB,0
2021-03-22,272,AAA,0
2021-03-23,174,BBB,1
2021-03-23,254,AAA,1
2021-03-23,392,CCC,1
2021-03-24,269,AAA,0
2021-03-24,400,CCC,0
2021-03-24,200,BBB,0
2021-03-25,267,AAA,0
2021-03-25,402,CCC,0
2021-03-25,202,BBB,0
2021-03-26,405,CCC,0
2021-03-26,199,BBB,0
2021-03-26,269,AAA,0
2021-03-27,197,BBB,0
2021-03-27,272,AAA,0
2021-03-27,408,CCC,0
2021-03-28,169,BBB,1
2021-03-28,236,AAA,1
2021-03-28,369,CCC,1
2021-03-29,191,BBB,1
2021-03-29,260,AAA,1
2021-03-29,395,CCC,1
2021-03-30,278,AAA,0
2021-03-30,404,CCC,0
2021-03-30,202,BBB,0
2021-03-31,434,CCC,1
2021-03-31,230,BBB,1
2021-03-31,302,AAA,1
2021-04-01,406,CCC,0
2021-04-01,193,BBB,0
2021-04-01,271,AAA,0
2021-04-02,392,CCC,1
2021-04-02,258,AAA,1
2021-04-02,180,BBB,1
2021-04-03,271,AAA,0
2021-04-03,406,CCC,0
2021-04-03,197,BBB,0
2021-04-04,278,AAA,0
2021-04-04,400,CCC,0
2021-04-04,201,BBB,0
2021-04-05,275,AAA,0
2021-04-05,404,CCC,0
2021-04-05,198,BBB,0
2021-04-06,403,CCC,0
2021-04-06,201,BBB,0
2021-04-06,280,AAA,0
2021-04-07,186,BBB,1
2021-04-07,263,AAA,1
2021-04-07,395,CCC,1
2021-04-08,189,BBB,1
2021-04-08,253,AAA,1
2021-04-08,394,CCC,1
2021-04-09,166,BBB,1
2021-04-09,374,CCC,1
2021-04-09,241,AAA,1
2021-04-10,383,CCC,1
2021-04-10,183,BBB,1
2021-04-10,257,AAA,1
2021-04-11,415,CCC,1
2021-04-11,207,BBB,1
2021-04-11,285,AAA,1
2021-04-12,402,CCC,0
2021-04-12,197,BBB,0
2021-04-12,271,AAA,0
2021-04-13,200,BBB,1
2021-04-13,277,AAA,1
2021-04-13,401,CCC,1
2021-04-14,248,AAA,1
2021-04-14,380,CCC,1
2021-04-14,178,BBB,1
2021-04-15,273,AAA,0
2021-04-15,399,CCC,0
2021-04-15,190,BBB,0
2021-04-16,271,AAA,0
2021-04-16,397,CCC,0
2021-04-16,199,BBB,0
2021-04-17,269,AAA,0
2021-04-17,200,BBB,0
2021-04-17,397,CCC,0
2021-04-18,200,BBB,0
2021-04-18,272,AAA,0
2021-04-18,402,CCC,0
2021-04-19,183,BBB,1
2021-04-19,258,AAA,1
2021-04-19,382,CCC,1
2021-04-20,197,BBB,0
2021-04-20,272,AAA,0
2021-04-20,400,CCC,0
2021-04-21,271,AAA,0
2021-04-21,396,CCC,0
2021-04-21,204,BBB,0
2021-04-22,400,CCC,0
2021-04-22,197,BBB,0
2021-04-22,264,AAA,0
2021-04-23,411,CCC,1
2021-04-23,204,BBB,1
2021-04-23,288,AAA,1
2021-04-24,196,BBB,0
2021-04-24,268,AAA,0
2021-04-24,394,CCC,0
2021-04-25,260,AAA,1
2021-04-25,391,CCC,1
2021-04-25,188,BBB,1
2021-04-26,239,AAA,1
2021-04-26,365,CCC,1
2021-04-26,158,BBB,1
2021-04-27,269,AAA,0
2021-04-27,396,CCC,0
2021-04-27,194,BBB,0
2021-04-28,395,CCC,0
2021-04-28,198,BBB,0
2021-04-28,262,AAA,0
2021-04-29,192,BBB,0
2021-04-29,272,AAA,0
2021-04-29,394,CCC,0
2021-04-30,193,BBB,0
2021-04-30,273,AAA,0
2021-04-30,396,CCC,0
2021-05-01,179,BBB,1
2021-05-01,254,AAA,1
2021-05-01,374,CCC,1
2021-05-02,174,BBB,1
2021-05-02,374,CCC,1
2021-05-02,250,AAA,1
2021-05-03,394,CCC,0
2021-05-03,192,BBB,0
2021-05-03,270,AAA,0
2021-05-04,387,CCC,1
2021-05-04,188,BBB,1
2021-05-04,264,AAA,1
2021-05-05,387,CCC,0
2021-05-05,190,BBB,0
2021-05-05,266,AAA,0
2021-05-06,174,BBB,1
2021-05-06,251,AAA,1
2021-05-06,376,CCC,1
2021-05-07,287,AAA,1
2021-05-07,412,CCC,1
2021-05-07,214,BBB,1
2021-05-08,257,AAA,0
2021-05-08,391,CCC,0
2021-05-08,191,BBB,0
2021-05-09,278,AAA,1
2021-05-09,201,BBB,1
2021-05-09,400,CCC,1
2021-05-10,210,BBB,1
2021-05-10,285,AAA,1
2021-05-10,411,CCC,1
2021-05-11,203,BBB,1
2021-05-11,272,AAA,1
2021-05-11,405,CCC,1
2021-05-12,182,BBB,0
2021-05-12,265,AAA,0
2021-05-12,384,CCC,0
2021-05-13,257,AAA,0
2021-05-13,387,CCC,0
2021-05-13,190,BBB,0
2021-05-14,385,CCC,0
2021-05-14,187,BBB,0
2021-05-14,261,AAA,0
2021-05-15,386,CCC,0
2021-05-15,186,BBB,0
2021-05-15,263,AAA,0
2021-05-16,389,CCC,0
2021-05-16,189,BBB,0
2021-05-16,260,AAA,0
2021-05-17,383,CCC,0
2021-05-17,263,AAA,0
2021-05-17,184,BBB,0
2021-05-18,252,AAA,1
2021-05-18,384,CCC,1
2021-05-18,184,BBB,1
2021-05-19,261,AAA,1
2021-05-19,378,CCC,1
2021-05-19,187,BBB,1
2021-05-20,278,AAA,1
2021-05-20,401,CCC,1
2021-05-20,203,BBB,1
2021-05-21,395,CCC,1
2021-05-21,199,BBB,1
2021-05-21,270,AAA,1
2021-05-22,166,BBB,1
2021-05-22,240,AAA,1
2021-05-22,361,CCC,1
2021-05-23,197,BBB,1
2021-05-23,271,AAA,1
2021-05-23,395,CCC,1
2021-05-24,260,AAA,0
2021-05-24,380,CCC,0
2021-05-24,183,BBB,0
2021-05-25,360,CCC,1
2021-05-25,157,BBB,1
2021-05-25,238,AAA,1
2021-05-26,380,CCC,0
2021-05-26,177,BBB,0
2021-05-26,256,AAA,0
2021-05-27,369,CCC,1
2021-05-27,164,BBB,1
2021-05-27,242,AAA,1
2021-05-28,156,BBB,1
2021-05-28,227,AAA,1
2021-05-28,345,CCC,1
2021-05-29,238,AAA,1
2021-05-29,363,CCC,1
2021-05-29,159,BBB,1
2021-05-30,252,AAA,0
2021-05-30,373,CCC,0
2021-05-30,180,BBB,0
2021-05-31,255,AAA,0
2021-05-31,177,BBB,0
2021-05-31,376,CCC,0
2021-06-01,187,BBB,1
2021-06-01,265,AAA,1
2021-06-01,392,CCC,1
2021-06-02,170,BBB,0
2021-06-02,245,AAA,0
2021-06-02,375,CCC,0
2021-06-03,173,BBB,0
2021-06-03,250,AAA,0
2021-06-03,377,CCC,0
2021-06-04,251,AAA,0
2021-06-04,373,CCC,0
2021-06-04,172,BBB,0
2021-06-05,372,CCC,0
2021-06-05,173,BBB,0
2021-06-05,252,AAA,0
2021-06-06,366,CCC,0
2021-06-06,164,BBB,0
2021-06-06,249,AAA,0
2021-06-07,138,BBB,1
2021-06-07,214,AAA,1
2021-06-07,337,CCC,1
2021-06-08,246,AAA,0
2021-06-08,369,CCC,0
2021-06-08,167,BBB,0
2021-06-09,259,AAA,1
2021-06-09,380,CCC,1
2021-06-09,185,BBB,1
2021-06-10,245,AAA,0
2021-06-10,362,CCC,0
2021-06-10,169,BBB,0
2021-06-11,379,CCC,1
2021-06-11,183,BBB,1
2021-06-11,254,AAA,1
2021-06-12,170,BBB,0
2021-06-12,241,AAA,0
2021-06-12,358,CCC,0
2021-06-13,147,BBB,1
2021-06-13,226,AAA,1
2021-06-13,346,CCC,1
2021-06-14,146,BBB,1
2021-06-14,226,AAA,1
2021-06-14,340,CCC,1
2021-06-15,164,BBB,0
2021-06-15,362,CCC,0
2021-06-15,238,AAA,0
2021-06-16,345,CCC,1
2021-06-16,148,BBB,1
2021-06-16,221,AAA,1
2021-06-17,340,CCC,1
2021-06-17,143,BBB,1
2021-06-17,219,AAA,1
2021-06-18,371,CCC,1
2021-06-18,177,BBB,1
2021-06-18,249,AAA,1
2021-06-19,176,BBB,1
2021-06-19,256,AAA,1
2021-06-19,377,CCC,1
2021-06-20,221,AAA,1
2021-06-20,346,CCC,1
2021-06-20,143,BBB,1
2021-06-21,238,AAA,0
2021-06-21,348,CCC,0
2021-06-21,163,BBB,0
2021-06-22,356,CCC,0
2021-06-22,157,BBB,0
2021-06-22,239,AAA,0
2021-06-23,143,BBB,1
2021-06-23,217,AAA,1
2021-06-23,338,CCC,1
2021-06-24,178,BBB,1
2021-06-24,252,AAA,1
2021-06-24,373,CCC,1
2021-06-25,161,BBB,0
2021-06-25,233,AAA,0
2021-06-25,352,CCC,0
2021-06-26,230,AAA,0
2021-06-26,349,CCC,0
2021-06-26,153,BBB,0
2021-06-27,325,CCC,1
2021-06-27,138,BBB,1
2021-06-27,213,AAA,1
2021-06-28,335,CCC,1
2021-06-28,139,BBB,1
2021-06-28,214,AAA,1
2021-06-29,342,CCC,0
2021-06-29,231,AAA,0
2021-06-29,150,BBB,0
2021-06-30,232,AAA,1
2021-06-30,340,CCC,1
2021-06-30,148,BBB,1
2021-07-01,225,AAA,0
2021-07-01,348,CCC,0
2021-07-01,152,BBB,0
2021-07-02,214,AAA,1
2021-07-02,335,CCC,1
2021-07-02,144,BBB,1
2021-07-03,344,CCC,0
2021-07-03,149,BBB,0
2021-07-03,228,AAA,0
2021-07-04,145,BBB,0
2021-07-04,224,AAA,0
2021-07-04,342,CCC,0
2021-07-05,131,BBB,1
2021-07-05,208,AAA,1
2021-07-05,331,CCC,1
2021-07-06,144,BBB,0
2021-07-06,341,CCC,0
2021-07-06,223,AAA,0
2021-07-07,358,CCC,1
2021-07-07,166,BBB,1
2021-07-07,239,AAA,1
2021-07-08,328,CCC,1
2021-07-08,124,BBB,1
2021-07-08,208,AAA,1
2021-07-09,355,CCC,1
2021-07-09,161,BBB,1
2021-07-09,236,AAA,1
2021-07-10,138,BBB,0
2021-07-10,216,AAA,0
2021-07-10,338,CCC,0
2021-07-11,216,AAA,0
2021-07-11,337,CCC,0
2021-07-11,143,BBB,0
2021-07-12,251,AAA,1
2021-07-12,363,CCC,1
2021-07-12,170,BBB,1
2021-07-13,212,AAA,0
2021-07-13,337,CCC,0
2021-07-13,146,BBB,0
2021-07-14,223,AAA,0
2021-07-14,142,BBB,0
2021-07-14,337,CCC,0
2021-07-15,138,BBB,0
2021-07-15,215,AAA,0
2021-07-15,328,CCC,0
2021-07-16,138,BBB,1
2021-07-16,209,AAA,1
2021-07-16,331,CCC,1
2021-07-17,138,BBB,0
2021-07-17,211,AAA,0
2021-07-17,334,CCC,0
2021-07-18,195,AAA,1
2021-07-18,304,CCC,1
2021-07-18,113,BBB,1
2021-07-19,330,CCC,0
2021-07-19,138,BBB,0
2021-07-19,217,AAA,0
2021-07-20,338,CCC,1
2021-07-20,149,BBB,1
2021-07-20,228,AAA,1
2021-07-21,130,BBB,1
2021-07-21,211,AAA,1
2021-07-21,324,CCC,1
2021-07-22,192,AAA,1
2021-07-22,311,CCC,1
2021-07-22,120,BBB,1
2021-07-23,214,AAA,0
2021-07-23,321,CCC,0
2021-07-23,128,BBB,0
2021-07-24,192,AAA,1
2021-07-24,302,CCC,1
2021-07-24,114,BBB,1
2021-07-25,323,CCC,0
2021-07-25,131,BBB,0
2021-07-25,209,AAA,0
2021-07-26,115,BBB,1
2021-07-26,196,AAA,1
2021-07-26,314,CCC,1
2021-07-27,131,BBB,0
2021-07-27,208,AAA,0
2021-07-27,322,CCC,0
2021-07-28,130,BBB,0
2021-07-28,315,CCC,0
2021-07-28,204,AAA,0
2021-07-29,321,CCC,0
2021-07-29,126,BBB,0
2021-07-29,208,AAA,0
2021-07-30,318,CCC,0
2021-07-30,128,BBB,0
2021-07-30,207,AAA,0
2021-07-31,316,CCC,0
2021-07-31,121,BBB,0
2021-07-31,204,AAA,0
2021-08-01,140,BBB,1
2021-08-01,217,AAA,1
2021-08-01,329,CCC,1
2021-08-02,187,AAA,1
2021-08-02,308,CCC,1
2021-08-02,110,BBB,1
2021-08-03,197,AAA,0
2021-08-03,310,CCC,0
2021-08-03,123,BBB,0
2021-08-04,199,AAA,1
2021-08-04,120,BBB,1
2021-08-04,308,CCC,1
2021-08-05,137,BBB,1
2021-08-05,217,AAA,1
2021-08-05,324,CCC,1
2021-08-06,131,BBB,1
2021-08-06,209,AAA,1
2021-08-06,316,CCC,1
2021-08-07,118,BBB,0
2021-08-07,195,AAA,0
2021-08-07,313,CCC,0
2021-08-08,206,AAA,0
2021-08-08,311,CCC,0
2021-08-08,121,BBB,0
2021-08-09,312,CCC,0
2021-08-09,112,BBB,0
2021-08-09,201,AAA,0
2021-08-10,303,CCC,0
2021-08-10,117,BBB,0
2021-08-10,196,AAA,0
2021-08-11,308,CCC,0
2021-08-11,116,BBB,0
2021-08-11,197,AAA,0
2021-08-12,288,CCC,1
2021-08-12,171,AAA,1
2021-08-12,101,BBB,1
2021-08-13,194,AAA,0
2021-08-13,302,CCC,0
2021-08-13,116,BBB,0
2021-08-14,197,AAA,0
2021-08-14,304,CCC,0
2021-08-14,118,BBB,0
2021-08-15,173,AAA,1
2021-08-15,284,CCC,1
2021-08-15,90,BBB,1
2021-08-16,306,CCC,0
2021-08-16,113,BBB,0
2021-08-16,199,AAA,0
2021-08-17,131,BBB,1
2021-08-17,209,AAA,1
2021-08-17,325,CCC,1
2021-08-18,110,BBB,0
2021-08-18,192,AAA,0
2021-08-18,298,CCC,0
2021-08-19,176,AAA,1
2021-08-19,288,CCC,1
2021-08-19,97,BBB,1
2021-08-20,298,CCC,0
2021-08-20,110,BBB,0
2021-08-20,196,AAA,0
2021-08-21,301,CCC,0
2021-08-21,117,BBB,0
2021-08-21,192,AAA,0
2021-08-22,316,CCC,1
2021-08-22,127,BBB,1
2021-08-22,207,AAA,1
2021-08-23,106,BBB,0
2021-08-23,190,AAA,0
2021-08-23,298,CCC,0
2021-08-24,170,AAA,1
2021-08-24,292,CCC,1
2021-08-24,91,BBB,1
2021-08-25,180,AAA,1
2021-08-25,283,CCC,1
2021-08-25,99,BBB,1
2021-08-26,189,AAA,0
2021-08-26,107,BBB,0
2021-08-26,298,CCC,0
2021-08-27,98,BBB,1
2021-08-27,174,AAA,1
2021-08-27,284,CCC,1
2021-08-28,111,BBB,0
2021-08-28,190,AAA,0
2021-08-28,298,CCC,0
2021-08-29,107,BBB,0
2021-08-29,185,AAA,0
2021-08-29,298,CCC,0
2021-08-30,183,AAA,1
2021-08-30,287,CCC,1
2021-08-30,95,BBB,1
2021-08-31,295,CCC,0
2021-08-31,103,BBB,0
2021-08-31,191,AAA,0
2021-09-01,295,CCC,0
2021-09-01,106,BBB,0
2021-09-01,186,AAA,0
2021-09-02,286,CCC,1
2021-09-02,178,AAA,1
2021-09-02,100,BBB,1
2021-09-03,201,AAA,1
2021-09-03,305,CCC,1
2021-09-03,122,BBB,1
2021-09-04,189,AAA,0
2021-09-04,290,CCC,0
2021-09-04,106,BBB,0
2021-09-05,190,AAA,0
2021-09-05,295,CCC,0
2021-09-05,103,BBB,0
2021-09-06,296,CCC,0
2021-09-06,108,BBB,0
2021-09-06,187,AAA,0
2021-09-07,106,BBB,0
2021-09-07,185,AAA,0
2021-09-07,290,CCC,0
2021-09-08,115,BBB,1
2021-09-08,198,AAA,1
2021-09-08,305,CCC,1
2021-09-09,114,BBB,1
2021-09-09,189,AAA,1
2021-09-09,307,CCC,1
2021-09-10,104,BBB,1
2021-09-10,293,CCC,1
2021-09-10,181,AAA,1
2021-09-11,293,CCC,0
2021-09-11,103,BBB,0
2021-09-11,184,AAA,0
2021-09-12,281,CCC,1
2021-09-12,89,BBB,1
2021-09-12,166,AAA,1
