date,from_city,to_city,distance_km,load_kg,delivery_time_hr
2023-08-21,"Santa Clarita, CA","Brownsville, TX",434.64,317,4.61
2021-09-19,"Fort Wayne, IN","Santa Clarita, CA",2310.7,704,21.64
2023-12-06,"Pittsburgh, PA","Deltona, FL",326.81,781,3.36
2022-11-24,"Orlando, FL","Pensacola, FL",247.76,971,2.83
2020-09-06,"Kansas City, MO","Louisville, KY",1706.25,292,15.22
2022-01-25,"Greensboro, NC","Columbus, GA",2815.01,913,28.45
2024-02-07,"Dayton, OH","Lansing, MI",1571.34,266,21.56
2023-09-28,"Trenton, NJ","Anaheim, CA",3190.28,874,32.08
2023-08-29,"Indio, CA","Stockton, CA",852.92,672,13.91
2022-05-06,"Fayetteville, AR","Chandler, AZ",3920.75,653,42.16
2021-08-27,"Oklahoma City, OK","Philadelphia, PA",4957.92,222,54.91
2024-01-28,"Santa Rosa, CA","Charlotte, NC",637.54,852,5.32
2022-07-16,"Henderson, NV","Columbia, SC",4624.57,626,64.77
2020-01-07,"Hartford, CT","Concord, NC",1911.14,104,23.37
2021-06-05,"Little Rock, AR","Las Vegas, NV",3990.87,758,36.72
2020-05-03,"Dayton, OH","Hialeah, FL",1380.61,968,11.86
2023-05-17,"Milwaukee, WI","Columbia, SC",702.39,333,10.17
2021-05-04,"Albuquerque, NM","Richmond, VA",4434.47,571,45.78
2022-12-30,"Ann Arbor, MI","Houston, TX",1865.17,646,20.18
2021-09-13,"Baton Rouge, LA","Mesa, AZ",1102.87,788,10.89
2022-02-02,"Green Bay, WI","Columbia, SC",1930.3,85,17.66
2022-02-05,"Brownsville, TX","Irvine, CA",1556.15,263,21.68
2023-11-17,"Memphis, TN","Honolulu, HI",4115.36,705,40.11
2020-02-17,"Albuquerque, NM","Lakeland, FL",2414.36,789,26.17
2020-05-31,"Hartford, CT","Fargo, ND",4758.8,412,69.38
2021-04-13,"Tucson, AZ","Plano, TX",2204.98,435,18.93
2021-02-05,"Columbus, OH","Bridgeport, CT",4051.41,943,52.57
2020-02-01,"Santa Ana, CA","Glendale, AZ",2100.08,52,19.68
2024-01-09,"Savannah, GA","San Francisco, CA",377.82,342,3.86
2020-06-01,"San Francisco, CA","Seattle, WA",4005.08,424,54.4
2021-09-13,"Myrtle Beach, SC","York, PA",4926.7,152,48.68
2021-11-09,"Columbia, SC","Houston, TX",3985.56,339,61.57
2020-12-26,"Louisville, KY","Las Vegas, NV",3641.49,442,36.12
2021-04-23,"Washington, DC","Kansas City, MO",2793.39,111,42.84
2023-03-21,"Albuquerque, NM","Winston-Salem, NC",4763.27,316,70.41
2020-03-09,"Santa Rosa, CA","Columbus, GA",2089.55,827,19.51
2020-09-05,"Salt Lake City, UT","Providence, RI",937.55,529,9.61
2020-05-18,"Augusta, GA","Glendale, AZ",1379.75,233,20.3
2022-11-12,"Oklahoma City, OK","Plano, TX",1994.84,762,19.1
2020-06-08,"Minneapolis, MN","Wilmington, NC",4794.77,207,45.59
2023-10-19,"Rock Hill, SC","Albany, NY",4104.5,157,35.26
2021-10-03,"Kissimmee, FL","Jersey City, NJ",1726.73,969,18.32
2022-06-18,"Queens, NY","St. Louis, MO",383.89,424,4.11
2022-02-13,"Anaheim, CA","Chula Vista, CA",1604.21,863,15.23
2020-10-15,"Fort Wayne, IN","Columbus, OH",1183.44,383,16.04
2020-03-13,"Santa Clarita, CA","Miami, FL",910.4,134,8.93
2024-01-30,"Norfolk, VA","Phoenix, AZ",1701.85,449,15.42
2023-04-07,"Toledo, OH","Fayetteville, AR",2204.16,535,28.93
2023-05-15,"Tallahassee, FL","Denton, TX",1043.76,580,11.72
2023-12-16,"Allentown, PA","Cincinnati, OH",352.68,864,4.69
2021-02-20,"Lexington, KY","Round Lake Beach, IL",2927.68,320,36.85
2020-09-08,"Sacramento, CA","Reading, PA",2492.39,75,22.86
2022-02-26,"Brownsville, TX","Colorado Springs, CO",4600.62,212,49.86
2021-12-03,"Shreveport, LA","Rockford, IL",1909.38,560,22.62
2021-03-03,"Augusta, GA","Appleton, WI",392.17,498,4.68
2022-05-10,"Arlington, VA","Chandler, AZ",412.47,238,4.3
2023-10-17,"Palm Bay, FL","Davenport, IA",4066.41,563,40.77
2021-06-15,"Indianapolis, IN","Akron, OH",4356.48,425,45.39
2023-07-06,"Miami, FL","Port St. Lucie, FL",4444.97,778,55.15
2020-06-03,"Dayton, OH","Brownsville, TX",3037.76,670,30.39
2020-01-21,"Chattanooga, TN","Virginia Beach, VA",3860.16,158,47.08
2021-02-18,"Colorado Springs, CO","Albuquerque, NM",891.26,258,13.84
2022-06-05,"Fort Worth, TX","St. Louis, MO",4738.34,602,42.19
2020-12-20,"Lansing, MI","Ann Arbor, MI",882.65,625,9.71
2022-07-19,"Dayton, OH","Tampa, FL",680.15,437,5.74
2022-02-19,"Lincoln, NE","Milwaukee, WI",986.65,935,12.06
2021-04-07,"Norfolk, VA","Lancaster, PA",122.07,346,1.07
2020-07-14,"Montgomery, AL","Deltona, FL",1972.68,755,20.56
2022-06-19,"Chicago, IL","St. Louis, MO",2200.13,494,27.97
2020-01-02,"Lubbock, TX","Gulfport, MS",2990.91,581,34.04
2023-01-16,"Raleigh, NC","Bakersfield, CA",1719.87,551,24.74
2021-12-09,"Nashua, NH","Columbus, GA",1701.79,773,21.32
2020-04-11,"Chattanooga, TN","Peoria, IL",4636.82,345,67.95
2020-09-09,"Laredo, TX","Deltona, FL",4429.6,971,39.3
2022-08-11,"Eugene, OR","Las Vegas, NV",1937.17,171,20.55
2020-08-08,"Port St. Lucie, FL","Nashville, TN",2542.97,856,31.21
2023-05-28,"Bronx, NY","Greenville, SC",2724.08,770,23.43
2023-05-23,"Port St. Lucie, FL","Spokane, WA",3928.74,995,33.19
2020-08-10,"Lincoln, NE","Jackson, MS",4140.21,747,67.3
2020-10-13,"Jersey City, NJ","Minneapolis, MN",3589.5,907,59.02
2023-05-24,"Toledo, OH","Madison, WI",1616.45,602,15.1
2020-07-17,"Salem, OR","Syracuse, NY",3913.83,469,34.08
2021-03-14,"Flint, MI","Scottsdale, AZ",3250.06,199,27.48
2020-11-16,"Phoenix, AZ","Concord, NC",751.61,317,9.84
2022-11-03,"Glendale, AZ","Bridgeport, CT",4719.57,705,61.33
2022-09-18,"Chesapeake, VA","Rochester, NY",1061.22,534,9.16
2021-02-20,"Tucson, AZ","Round Lake Beach, IL",4401.79,232,50.26
2023-07-20,"Gulfport, MS","Tulsa, OK",463.97,582,5.12
2020-03-28,"Baton Rouge, LA","Baltimore, MD",262.12,875,2.66
2022-05-30,"Buffalo, NY","St. Petersburg, FL",4404.23,211,52.56
2020-06-15,"Eugene, OR","Oakland, CA",4286.06,133,49.58
2020-06-20,"Knoxville, TN","Dallas, TX",912.23,454,7.86
2021-03-07,"Shreveport, LA","San Juan, PR",3286.75,286,27.39
2021-12-01,"Boise, ID","Oakland, CA",1820.71,542,17.76
2022-07-31,"Antioch, CA","McAllen, TX",3694.61,498,54.55
2022-09-12,"Bakersfield, CA","Aguadilla, PR",760.11,673,12.02
2020-06-10,"Staten Island, NY","Peoria, IL",1213.85,618,17.41
2021-08-03,"San Antonio, TX","Brooklyn, NY",2064.3,708,28.14
2022-05-22,"Gulfport, MS","Poughkeepsie, NY",4527.22,750,43.43
2020-06-14,"Chesapeake, VA","Chula Vista, CA",4368.01,589,45.15
2023-03-23,"Akron, OH","Flint, MI",3013.01,754,26.7
2022-02-12,"Omaha, NE","Akron, OH",2448.48,914,22.93
2020-03-03,"Gulfport, MS","Tucson, AZ",4221.88,571,45.87
2020-09-30,"Hialeah, FL","Seattle, WA",3237.39,971,51.18
2020-02-18,"Lancaster, PA","Charlotte, NC",2585.48,556,26.94
2020-04-01,"Shreveport, LA","Fort Wayne, IN",4268.7,760,42.02
2021-01-02,"Greensboro, NC","Jackson, MS",2526.02,610,21.22
2022-12-29,"Greensboro, NC","Irvine, CA",221.16,165,3.01
2024-01-01,"Henderson, NV","Pensacola, FL",4133.63,319,43.66
2023-11-02,"Chicago, IL","Kennewick, WA",1686.13,96,21.36
2023-07-22,"Reno, NV","Mesa, AZ",1254.23,593,18.33
2021-11-15,"Nashville, TN","Shreveport, LA",2556.72,536,40.44
2020-02-14,"Portland, OR","Ogden, UT",354.81,761,4.23
2023-06-09,"Springfield, MO","New Haven, CT",545.27,510,5.16
2020-06-29,"Stockton, CA","Lansing, MI",1603.02,552,18.09
2021-03-02,"Columbia, SC","Houston, TX",1789.49,600,19.24
2020-10-01,"Columbus, OH","Boston, MA",4581.17,451,41.14
2020-05-09,"Bridgeport, CT","Winter Haven, FL",1316.03,641,16.48
2020-11-25,"Providence, RI","Phoenix, AZ",384.12,993,5.48
2022-12-30,"San Juan, PR","Port St. Lucie, FL",3648.98,75,33.85
2020-11-16,"Savannah, GA","Madison, WI",1878.15,99,31.3
2021-09-03,"Lincoln, NE","Henderson, NV",664.97,957,9.45
2021-02-13,"Pensacola, FL","Staten Island, NY",4864.91,896,57.31
2022-05-22,"Greenville, SC","Bridgeport, CT",824.57,182,9.96
2021-08-19,"Aguadilla, PR","Kansas City, MO",4944.19,709,57.51
2022-11-10,"Lansing, MI","Fort Wayne, IN",1511.77,200,24.09
2020-02-03,"Indianapolis, IN","Aguadilla, PR",2547.03,740,32.98
2022-05-09,"Columbus, GA","Glendale, AZ",4136.66,144,35.68
2024-01-21,"Oakland, CA","Des Moines, IA",3173.12,487,37.28
2020-01-02,"Sacramento, CA","Toledo, OH",1741.49,980,15.99
2023-01-30,"Augusta, GA","Stockton, CA",2525.77,64,29.1
2020-06-27,"Kansas City, MO","Fayetteville, AR",1345.89,315,16.31
2022-01-26,"Richmond, VA","Rockford, IL",3578.04,582,55.08
2021-05-17,"San Jose, CA","Orlando, FL",2213.82,888,25.65
2022-09-06,"Lakeland, FL","Poughkeepsie, NY",1962.75,370,32.03
2020-01-01,"Seattle, WA","Baltimore, MD",4796.44,229,47.27
2021-10-25,"Brooklyn, NY","Concord, CA",1857.99,654,18.13
2020-06-23,"Hialeah, FL","Concord, NC",3510.24,274,40.0
2022-07-20,"Fort Worth, TX","New Haven, CT",1450.39,385,17.03
2023-01-18,"Laredo, TX","Syracuse, NY",2957.33,134,35.78
2022-11-02,"Boise, ID","Boston, MA",2413.18,200,33.37
2021-12-30,"Davenport, IA","Cincinnati, OH",4392.52,926,37.55
2020-06-06,"Pittsburgh, PA","Modesto, CA",2562.28,581,30.75
2021-04-29,"Trenton, NJ","Lansing, MI",698.51,478,10.25
2020-10-15,"Victorville, CA","Detroit, MI",2906.78,296,42.76
2021-10-06,"Raleigh, NC","Chesapeake, VA",2666.02,448,23.8
2022-09-04,"Fresno, CA","Reno, NV",1337.16,205,13.5
2022-07-06,"Rockford, IL","Antioch, CA",1184.14,254,17.18
2023-02-10,"Pensacola, FL","Portland, OR",4569.25,659,44.32
2023-04-06,"York, PA","Port St. Lucie, FL",2121.2,532,34.46
2021-09-15,"Scranton, PA","Irving, TX",4093.85,472,66.84
2021-01-05,"Seattle, WA","Washington, DC",432.82,128,4.11
2021-02-17,"Pittsburgh, PA","Dayton, OH",4770.75,991,41.11
2021-03-25,"Rochester, NY","Peoria, IL",3037.49,497,30.93
2023-09-13,"Columbus, OH","Richmond, VA",2108.76,469,18.14
2020-12-24,"Springfield, MA","Baltimore, MD",1845.9,130,17.78
2023-02-02,"Durham, NC","Henderson, NV",3948.15,504,40.84
2022-05-08,"Hialeah, FL","Aguadilla, PR",3915.39,779,42.1
2022-12-01,"Little Rock, AR","Killeen, TX",4758.42,359,51.43
2020-09-22,"Winter Haven, FL","Nashua, NH",2133.64,917,20.13
2020-03-20,"Syracuse, NY","Cleveland, OH",433.76,1000,4.16
2022-10-13,"Plano, TX","Birmingham, AL",2656.31,656,36.04
2023-09-23,"Orlando, FL","Cape Coral, FL",4796.25,360,68.24
2021-08-07,"North Las Vegas, NV","Las Vegas, NV",792.43,757,9.9
2021-12-17,"Norfolk, VA","Fort Collins, CO",2102.88,819,17.8
2023-11-22,"Ann Arbor, MI","Salem, OR",4504.54,289,45.0
2021-01-02,"York, PA","New Haven, CT",4112.5,921,59.48
2022-07-03,"Anaheim, CA","Sacramento, CA",1307.07,102,21.12
2023-09-15,"Orlando, FL","Mission Viejo, CA",1016.53,103,9.65
2020-07-10,"Santa Rosa, CA","Bridgeport, CT",3937.63,324,37.38
2021-12-01,"Atlanta, GA","Madison, WI",1599.85,951,20.93
2021-04-05,"Salt Lake City, UT","Knoxville, TN",1356.8,193,16.63
2020-04-26,"Little Rock, AR","Syracuse, NY",424.3,159,5.14
2023-12-09,"Rock Hill, SC","Durham, NC",1888.57,685,23.38
2020-08-24,"Philadelphia, PA","Hialeah, FL",920.89,532,8.58
2020-07-14,"Santa Clarita, CA","Denver, CO",2258.58,688,32.49
2020-04-12,"Lincoln, NE","Port St. Lucie, FL",1096.5,939,13.8
2022-12-20,"Houston, TX","Trenton, NJ",3157.5,604,52.61
2023-03-07,"Lancaster, PA","Wichita, KS",3433.1,687,41.55
2023-03-31,"Killeen, TX","El Paso, TX",4866.94,813,44.37
2023-12-12,"Grand Rapids, MI","New York, NY",3184.85,222,32.54
2022-03-10,"Tulsa, OK","Virginia Beach, VA",4361.47,805,48.4
2022-12-24,"Brownsville, TX","San Jose, CA",1354.36,563,17.08
2023-04-10,"Myrtle Beach, SC","Kansas City, MO",863.3,557,8.65
2023-01-10,"Trenton, NJ","Salem, OR",1572.23,837,23.76
2021-05-04,"Lansing, MI","Enterprise, NV",2540.08,608,37.51
2023-02-08,"Chula Vista, CA","Lexington, KY",2255.18,172,31.98
2023-04-02,"Memphis, TN","Lubbock, TX",3672.57,462,50.48
2023-07-21,"Winter Haven, FL","Modesto, CA",3183.35,157,27.3
2020-12-11,"Chesapeake, VA","Santa Clarita, CA",2769.89,102,42.13
2020-05-28,"Greenville, SC","Worcester, MA",530.28,835,8.62
2022-08-12,"Salem, OR","Riverside, CA",3134.61,579,30.62
2023-03-22,"Bronx, NY","Chandler, AZ",1946.85,167,19.59
2021-04-09,"Nashville, TN","Cleveland, OH",2245.73,531,26.22
2021-10-14,"Queens, NY","Albuquerque, NM",2499.78,771,30.59
2022-05-08,"Newark, NJ","Mesa, AZ",377.42,706,5.46
2023-09-14,"Columbus, GA","St. Paul, MN",1845.47,208,16.75
2023-04-09,"Scottsdale, AZ","Bremerton, WA",3244.9,53,30.88
2023-05-18,"Salt Lake City, UT","Indio, CA",2343.01,912,31.14
2023-09-19,"Tulsa, OK","Little Rock, AR",4842.15,884,62.34
2023-12-21,"Norfolk, VA","Bonita Springs, FL",1890.77,562,19.69
2022-06-25,"Syracuse, NY","Nashua, NH",2813.38,140,38.12
2020-03-10,"Pensacola, FL","Columbus, GA",4592.0,802,48.15
2022-05-01,"El Paso, TX","Provo, UT",3539.57,882,34.76
2022-11-21,"Atlanta, GA","Canton, OH",4375.13,591,44.26
2023-08-12,"Albany, NY","Lancaster, PA",2248.87,539,20.68
2023-06-17,"Mobile, AL","Dayton, OH",4792.66,971,60.47
2021-01-13,"Springfield, MA","Concord, NC",296.82,393,4.3
2021-05-29,"Queens, NY","San Diego, CA",2089.79,872,18.7
2020-02-05,"Plano, TX","Aguadilla, PR",2389.7,884,26.78
2023-04-03,"Fargo, ND","Tampa, FL",310.71,95,3.18
2020-01-13,"Jersey City, NJ","San Jose, CA",4725.24,124,41.94
2023-05-31,"Chula Vista, CA","Rock Hill, SC",4979.69,382,57.74
2021-07-12,"Myrtle Beach, SC","San Francisco, CA",2009.45,432,23.52
2023-12-02,"Fort Collins, CO","Manhattan, NY",2434.07,367,37.91
2021-02-22,"Chattanooga, TN","Worcester, MA",3086.31,715,34.72
2023-12-25,"Winter Haven, FL","Youngstown, OH",2173.98,339,20.6
2023-02-12,"Madison, WI","Norfolk, VA",733.46,533,9.87
2023-10-15,"Wichita, KS","Lincoln, NE",121.39,810,1.44
2020-11-15,"Portland, OR","McAllen, TX",478.48,189,5.87
2022-04-10,"Green Bay, WI","Ann Arbor, MI",265.13,956,2.62
2022-07-02,"Savannah, GA","Irvine, CA",4604.08,76,42.6
2022-02-15,"Fayetteville, AR","Oxnard, CA",291.15,264,2.68
2022-04-17,"Columbus, GA","Oklahoma City, OK",336.11,955,3.43
2021-11-24,"Anchorage, AK","Cincinnati, OH",1453.66,527,19.35
2020-02-03,"Worcester, MA","Mission Viejo, CA",4222.02,944,43.02
2022-01-01,"Manhattan, NY","Chandler, AZ",2932.59,636,31.43
2021-06-14,"New York, NY","Jersey City, NJ",764.79,583,11.13
2023-12-04,"Irvine, CA","Baton Rouge, LA",275.58,480,3.3
2023-02-05,"Oxnard, CA","Pittsburgh, PA",2796.91,930,27.71
2023-08-04,"Salem, OR","Myrtle Beach, SC",1345.46,182,19.79
2023-11-09,"Little Rock, AR","San Antonio, TX",1730.17,812,20.42
2020-11-30,"Eugene, OR","Glendale, AZ",2956.87,542,48.26
2022-05-13,"Corpus Christi, TX","Phoenix, AZ",4406.61,985,43.5
2021-04-11,"Buffalo, NY","Gulfport, MS",1903.08,500,18.49
2022-11-30,"Albuquerque, NM","San Diego, CA",1626.93,628,15.06
2023-04-23,"Kansas City, MO","St. Petersburg, FL",4915.49,163,49.65
2022-07-05,"Bridgeport, CT","San Diego, CA",2637.29,594,23.82
2020-06-15,"Youngstown, OH","Tucson, AZ",3969.01,333,45.3
2021-11-05,"Corpus Christi, TX","Miami, FL",632.34,169,5.78
2023-05-17,"Wilmington, NC","Greensboro, NC",832.85,601,7.53
2022-09-05,"Cincinnati, OH","Bronx, NY",4018.45,862,50.19
2023-01-21,"Laredo, TX","Los Angeles, CA",1161.42,187,10.04
2020-08-08,"Omaha, NE","Glendale, AZ",1821.7,277,25.05
2022-03-03,"Aurora, CO","Rochester, NY",3913.37,491,54.36
2022-07-29,"San Antonio, TX","Albuquerque, NM",320.03,390,2.73
2020-09-28,"Santa Rosa, CA","Victorville, CA",1939.22,707,17.48
2021-02-26,"Anaheim, CA","Greenville, SC",161.81,341,1.89
2021-09-22,"Phoenix, AZ","Raleigh, NC",1526.92,678,23.78
2023-01-26,"Lexington, KY","Springfield, MA",172.17,204,2.17
2022-04-19,"Irving, TX","Indio, CA",4947.63,978,68.11
2020-07-01,"Plano, TX","Springfield, MO",890.23,102,8.85
2022-01-31,"Irvine, CA","Chesapeake, VA",3456.66,818,33.31
2022-08-07,"New York, NY","Queens, NY",4905.04,489,46.55
2021-06-24,"Augusta, GA","Raleigh, NC",1257.67,359,20.17
2021-03-01,"Syracuse, NY","Colorado Springs, CO",4701.66,856,63.52
2023-01-24,"Albuquerque, NM","Buffalo, NY",1912.94,589,30.95
2021-11-23,"Youngstown, OH","North Las Vegas, NV",3350.23,649,42.16
2022-04-20,"Fayetteville, NC","Bronx, NY",274.52,644,4.05
2021-10-01,"Wichita, KS","Mobile, AL",3346.72,601,28.73
2023-12-15,"Rock Hill, SC","Savannah, GA",4179.37,565,42.4
2020-03-09,"Des Moines, IA","Colorado Springs, CO",2897.49,465,39.51
2020-10-16,"Richmond, VA","Winter Haven, FL",1175.13,318,11.62
2020-06-24,"New Orleans, LA","Chattanooga, TN",3183.06,581,36.09
2021-09-09,"Henderson, NV","New York, NY",595.64,397,5.97
2021-11-30,"Charlotte, NC","Nashville, TN",986.44,381,15.19
2020-02-03,"Augusta, GA","Akron, OH",1548.76,624,22.64
2023-08-03,"Corpus Christi, TX","Gilbert, AZ",950.21,753,14.17
2020-02-27,"Spokane, WA","Hartford, CT",4050.09,106,57.7
2021-03-19,"Fremont, CA","Killeen, TX",1718.61,605,22.7
2021-06-11,"Staten Island, NY","Gulfport, MS",1752.71,350,19.06
2023-07-14,"Atlanta, GA","Honolulu, HI",1912.99,221,24.97
2022-10-03,"Chicago, IL","Fort Collins, CO",3978.63,879,34.83
2021-04-25,"Scranton, PA","Kansas City, MO",999.83,771,13.06
2020-11-22,"Santa Rosa, CA","Worcester, MA",157.07,629,2.3
2023-12-30,"Canton, OH","Fayetteville, AR",220.9,341,2.53
2020-03-03,"Colorado Springs, CO","Cincinnati, OH",953.53,52,13.25
2023-06-01,"Brownsville, TX","Oklahoma City, OK",1449.09,185,12.91
2023-02-03,"Columbus, GA","Fort Wayne, IN",4530.24,338,46.96
2021-05-27,"Lansing, MI","Nashville, TN",3661.93,616,34.67
2021-08-10,"Mission Viejo, CA","Wichita, KS",4355.81,454,52.38
2023-11-07,"Richmond, VA","Chicago, IL",3515.94,350,33.2
2022-01-13,"Staten Island, NY","Baton Rouge, LA",2183.2,301,18.36
2021-02-26,"Harrisburg, PA","Youngstown, OH",2696.61,653,41.25
2022-03-25,"Akron, OH","Stockton, CA",2458.75,538,27.95
2020-11-03,"San Diego, CA","New York, NY",4641.89,561,39.29
2021-10-26,"Savannah, GA","Birmingham, AL",1725.51,665,19.41
2022-03-01,"Chesapeake, VA","Nashville, TN",4297.86,647,52.56
2020-09-08,"Albuquerque, NM","Charleston, SC",4719.32,388,71.52
2022-10-29,"Asheville, NC","Tulsa, OK",4536.55,560,58.24
2024-01-24,"Miami, FL","Greenville, SC",2636.47,80,31.34
2024-02-03,"Houston, TX","Antioch, CA",1748.69,98,19.64
2020-11-13,"Des Moines, IA","Greensboro, NC",4664.25,938,62.37
2020-05-30,"Lakeland, FL","Kennewick, WA",574.83,183,7.0
2020-08-17,"San Francisco, CA","Oxnard, CA",1555.62,567,17.63
2023-08-22,"El Paso, TX","Stockton, CA",4672.89,514,40.29
2023-10-18,"Anchorage, AK","Nashua, NH",562.16,931,6.52
2020-05-27,"Savannah, GA","Chicago, IL",3800.29,657,59.02
2022-09-10,"Washington, DC","Shreveport, LA",4673.15,523,43.73
2022-03-12,"Norfolk, VA","Henderson, NV",4497.16,123,42.16
2022-09-13,"Worcester, MA","Staten Island, NY",648.36,675,7.79
2023-03-14,"Glendale, AZ","Wilmington, NC",4507.22,51,45.55
2022-05-17,"Brooklyn, NY","Atlanta, GA",727.08,439,6.41
2020-08-15,"Columbia, SC","Boise, ID",1922.12,303,18.27
2020-04-26,"Antioch, CA","Detroit, MI",2938.17,120,32.13
2023-03-01,"Chattanooga, TN","Scranton, PA",2111.07,995,25.28
2023-03-29,"Bonita Springs, FL","Long Beach, CA",1731.16,112,14.57
2020-02-28,"York, PA","Indianapolis, IN",4839.7,122,45.25
2022-05-18,"Long Beach, CA","Jacksonville, FL",2127.59,371,22.87
2020-04-15,"Philadelphia, PA","Gilbert, AZ",4915.74,279,47.53
2022-07-20,"Ann Arbor, MI","Savannah, GA",3250.48,424,49.61
2020-01-26,"Bremerton, WA","Huntsville, AL",3072.27,920,26.35
2023-06-20,"Savannah, GA","Deltona, FL",2157.85,92,18.81
2023-04-22,"Lafayette, LA","Canton, OH",4699.83,455,48.86
2021-10-28,"Austin, TX","Springfield, MO",2149.04,183,24.12
2022-02-16,"Stockton, CA","Denver, CO",2308.08,977,20.27
2023-07-02,"Long Beach, CA","Ogden, UT",3758.28,847,48.93
2023-05-25,"Oakland, CA","Round Lake Beach, IL",4345.27,92,42.52
2020-12-09,"Manhattan, NY","Orlando, FL",4067.03,526,40.07
2021-03-24,"Laredo, TX","Reading, PA",3351.47,937,29.19
2023-05-30,"Baton Rouge, LA","Trenton, NJ",3181.93,95,52.82
2021-08-30,"Boston, MA","Pensacola, FL",112.53,553,1.08
2022-05-15,"Spokane, WA","Port St. Lucie, FL",3322.13,153,42.45
2021-05-03,"Honolulu, HI","Gulfport, MS",344.84,338,3.37
2024-01-29,"Round Lake Beach, IL","Baton Rouge, LA",4659.84,885,71.24
2020-06-05,"New Haven, CT","Minneapolis, MN",2327.84,774,28.0
2021-07-31,"Richmond, VA","Enterprise, NV",232.93,703,2.01
2020-09-25,"Allentown, PA","Spokane, WA",3201.22,230,34.13
2023-01-17,"Tampa, FL","Asheville, NC",901.37,486,8.58
2020-04-22,"Corpus Christi, TX","Reading, PA",1773.52,94,25.5
2021-10-17,"Mission Viejo, CA","Eugene, OR",3480.03,771,36.08
2021-05-03,"Chandler, AZ","Ogden, UT",323.1,247,3.24
2021-05-24,"Davenport, IA","Akron, OH",823.83,608,9.47
2020-08-10,"Des Moines, IA","Myrtle Beach, SC",4238.14,678,45.62
2020-10-18,"Milwaukee, WI","Norfolk, VA",2968.53,280,42.71
2023-02-12,"Dallas, TX","Charleston, SC",2868.33,595,36.2
2020-03-09,"Deltona, FL","Grand Rapids, MI",982.0,543,8.31
2021-06-04,"Des Moines, IA","Charlotte, NC",1522.9,109,13.24
2020-03-28,"Winston-Salem, NC","Aurora, CO",4420.34,685,40.61
2022-03-09,"Brownsville, TX","Killeen, TX",2376.83,682,21.57
2020-12-24,"Portland, OR","Syracuse, NY",4559.27,384,69.67
2023-02-14,"Plano, TX","Montgomery, AL",2295.77,402,24.21
2021-11-02,"Bronx, NY","Indianapolis, IN",3789.04,545,49.84
2023-02-27,"Lansing, MI","Springfield, MO",727.22,145,10.55
2022-05-17,"Ogden, UT","Boston, MA",2595.48,189,30.5
2020-05-29,"Santa Ana, CA","Orlando, FL",3901.64,365,34.72
2022-06-18,"Little Rock, AR","Harrisburg, PA",1663.21,59,16.32
2022-07-21,"Pensacola, FL","Fort Worth, TX",1491.86,350,17.65
2020-02-03,"Albuquerque, NM","Fort Collins, CO",4179.7,149,53.43
2023-12-23,"Providence, RI","Syracuse, NY",303.76,714,3.96
2022-10-12,"Antioch, CA","North Las Vegas, NV",4419.08,334,71.79
2023-03-29,"Lafayette, LA","Albuquerque, NM",1244.96,356,18.55
2023-03-17,"Asheville, NC","Durham, NC",2653.73,409,40.31
2020-01-09,"Ogden, UT","Hartford, CT",4563.04,571,39.29
2020-06-16,"Dallas, TX","Cape Coral, FL",786.2,491,7.52
2021-03-03,"Tucson, AZ","Boston, MA",4173.5,977,61.65
2021-08-10,"Jackson, MS","Newark, NJ",1256.16,805,10.83
2021-07-22,"Portland, OR","Lexington, KY",2547.09,150,24.61
2021-01-18,"Norfolk, VA","Reading, PA",3413.84,259,31.77
2022-11-14,"Canton, OH","Lubbock, TX",4849.44,881,49.35
2022-12-03,"Baton Rouge, LA","Memphis, TN",4911.06,850,43.83
2021-03-21,"Chesapeake, VA","Killeen, TX",4254.97,280,70.76
2023-08-10,"Colorado Springs, CO","Hartford, CT",4981.71,838,47.65
2022-12-02,"New York, NY","Fort Collins, CO",182.57,746,1.84
2021-01-14,"Little Rock, AR","Staten Island, NY",3895.18,240,58.83
2024-01-01,"Long Beach, CA","Buffalo, NY",4779.73,785,58.27
2022-04-15,"Norfolk, VA","Harrisburg, PA",1355.39,658,18.17
2023-08-27,"Knoxville, TN","North Las Vegas, NV",846.36,168,7.32
2023-10-19,"Shreveport, LA","Irvine, CA",3926.36,873,64.46
2023-12-14,"Port St. Lucie, FL","Ogden, UT",3592.47,982,59.03
2020-10-31,"Manhattan, NY","St. Paul, MN",4427.26,247,44.5
2021-03-07,"Fayetteville, AR","Oklahoma City, OK",1009.75,458,9.5
2020-06-18,"Hartford, CT","Allentown, PA",1431.19,325,22.24
2022-11-17,"Savannah, GA","Dayton, OH",3923.8,838,34.13
2023-02-03,"Houston, TX","Columbia, SC",167.11,685,1.42
2022-10-03,"Lexington, KY","Winter Haven, FL",1320.68,926,17.68
2021-03-16,"Denver, CO","Fremont, CA",846.6,189,7.51
2020-03-13,"Arlington, TX","Chandler, AZ",241.98,663,2.74
2022-06-13,"Newark, NJ","Modesto, CA",249.37,785,3.62
2021-09-26,"Anaheim, CA","Rochester, NY",2647.68,950,40.25
2023-05-27,"Columbus, OH","Mobile, AL",4826.14,642,54.47
2023-05-13,"Memphis, TN","Durham, NC",943.83,355,10.87
2023-12-23,"Irving, TX","Hialeah, FL",2157.82,251,20.77
2021-01-29,"Lansing, MI","Virginia Beach, VA",193.14,970,2.15
