date,from_city,to_city,distance_km,load_kg,delivery_time_hr
2023-01-29,"Santa Rosa, CA","Flint, MI",283.94,587,3.71
2022-01-17,"Miami, FL","Sacramento, CA",1945.63,78,21.28
2021-01-03,"Des Moines, IA","Reading, PA",3207.56,834,35.84
2022-10-28,"Washington, DC","North Las Vegas, NV",2057.03,905,29.34
2020-09-01,"Jackson, MS","Gilbert, AZ",2807.03,570,38.53
2020-05-27,"Spokane, WA","Cincinnati, OH",1743.64,617,17.34
2020-04-13,"Aguadilla, PR","Salt Lake City, UT",1911.51,459,17.49
2022-05-08,"Kansas City, MO","Ogden, UT",2116.58,229,25.98
2023-06-26,"Concord, NC","Fort Wayne, IN",1385.47,967,21.29
2022-10-13,"San Jose, CA","Kissimmee, FL",3794.02,596,61.34
2021-11-15,"Spokane, WA","Rockford, IL",433.78,628,4.17
2020-12-24,"Scottsdale, AZ","Albuquerque, NM",4954.16,426,63.13
2021-10-24,"Asheville, NC","Dallas, TX",4551.54,84,72.83
2022-09-19,"Stockton, CA","Omaha, NE",969.42,198,12.59
2023-03-10,"Bridgeport, CT","Rochester, NY",626.29,945,8.56
2022-09-04,"Hartford, CT","San Jose, CA",1593.65,335,15.69
2022-06-27,"Shreveport, LA","Antioch, CA",3235.06,488,28.18
2021-09-07,"Gilbert, AZ","Glendale, AZ",1320.79,563,17.6
2023-07-18,"Pensacola, FL","Chesapeake, VA",1037.84,492,9.36
2021-05-04,"Virginia Beach, VA","Jersey City, NJ",2792.61,759,35.08
2021-10-21,"San Francisco, CA","Santa Clarita, CA",1302.19,828,11.27
2020-11-05,"Hartford, CT","Plano, TX",1417.88,630,17.07
2022-10-12,"Fort Wayne, IN","Miami, FL",4389.32,580,52.31
2020-03-09,"Columbus, GA","Colorado Springs, CO",443.31,627,6.71
2022-06-21,"Chicago, IL","Myrtle Beach, SC",1280.98,661,19.86
2022-03-12,"Huntsville, AL","Indianapolis, IN",4416.97,167,66.95
2021-02-17,"New Orleans, LA","Akron, OH",1233.08,784,10.52
2020-12-04,"Santa Rosa, CA","Louisville, KY",698.1,236,8.98
2021-04-11,"Santa Ana, CA","Lexington, KY",3911.75,616,44.06
2023-05-05,"Brooklyn, NY","Trenton, NJ",3431.67,369,53.22
2022-04-14,"Philadelphia, PA","Charleston, SC",2779.24,987,44.89
2020-07-31,"Oxnard, CA","Jackson, MS",4471.0,401,53.72
2021-01-11,"Reading, PA","McAllen, TX",1171.01,371,19.37
2021-11-04,"Gilbert, AZ","Santa Rosa, CA",174.48,730,1.5
2023-10-30,"Tulsa, OK","Santa Ana, CA",2290.5,64,35.44
2020-06-11,"Madison, WI","Seattle, WA",4769.42,929,72.8
2024-01-23,"Staten Island, NY","Indianapolis, IN",4548.84,221,41.55
2020-08-03,"Pittsburgh, PA","Portland, OR",574.42,604,5.87
2022-12-05,"Irving, TX","Syracuse, NY",3578.65,418,35.59
2020-12-17,"York, PA","San Antonio, TX",3905.34,450,51.61
2022-02-02,"San Francisco, CA","Victorville, CA",4531.58,635,51.98
2023-12-05,"Anaheim, CA","Lansing, MI",2464.08,569,20.87
2023-09-27,"Syracuse, NY","New Haven, CT",1052.87,313,15.21
2020-06-23,"Omaha, NE","Springfield, MO",4211.76,762,44.91
2020-04-10,"Mission Viejo, CA","Davenport, IA",4910.38,888,60.38
2023-01-11,"Louisville, KY","Deltona, FL",812.04,348,10.06
2023-05-26,"Atlanta, GA","Sacramento, CA",655.54,433,8.46
2020-02-06,"Chandler, AZ","Boston, MA",1369.0,307,13.67
2020-07-11,"Flint, MI","Fargo, ND",3041.38,819,35.76
2020-06-19,"Charlotte, NC","Jersey City, NJ",4341.92,338,50.91
2020-03-29,"Savannah, GA","Provo, UT",1933.81,954,22.9
2020-04-14,"Providence, RI","Peoria, IL",3641.07,189,32.04
2020-08-22,"Austin, TX","Round Lake Beach, IL",4405.69,420,42.02
2021-12-06,"Nashville, TN","Brownsville, TX",3970.98,684,51.43
2020-06-01,"San Antonio, TX","McAllen, TX",2607.39,948,23.98
2021-05-12,"New Haven, CT","Fort Wayne, IN",4650.52,610,52.17
2024-01-30,"Arlington, VA","Knoxville, TN",4571.96,290,57.16
2023-11-03,"Lubbock, TX","Durham, NC",3345.69,831,32.67
2023-10-30,"Corpus Christi, TX","Queens, NY",3701.68,529,42.82
2020-11-30,"Chicago, IL","Flint, MI",142.73,696,1.33
2021-02-24,"Brooklyn, NY","Raleigh, NC",2561.59,685,21.75
2020-02-26,"Charleston, SC","Dayton, OH",2732.57,839,43.88
2020-11-30,"Lancaster, PA","Arlington, VA",1258.14,979,13.27
2020-02-25,"Long Beach, CA","Santa Clarita, CA",1616.8,466,15.58
2021-11-07,"Oxnard, CA","Louisville, KY",1340.19,262,22.28
2022-10-09,"Chandler, AZ","Harrisburg, PA",1816.87,518,21.1
2020-11-30,"Canton, OH","Colorado Springs, CO",4450.98,977,47.92
2024-02-08,"Fremont, CA","Tulsa, OK",4824.85,397,45.5
2021-03-27,"Newark, NJ","Providence, RI",4767.88,544,61.17
2022-03-17,"Pensacola, FL","Fayetteville, NC",4995.67,246,46.72
2022-10-04,"Laredo, TX","Nashville, TN",3185.08,563,48.05
2023-01-26,"Portland, OR","Fort Collins, CO",2187.65,110,21.94
2023-05-05,"Houston, TX","New Orleans, LA",4293.78,232,71.34
2021-08-12,"Kansas City, MO","New Orleans, LA",3205.2,719,50.23
2020-12-31,"Ogden, UT","Louisville, KY",1767.35,997,21.95
2023-02-16,"Fort Worth, TX","Tallahassee, FL",2122.37,966,19.2
2021-05-13,"San Antonio, TX","Montgomery, AL",2595.68,963,27.37
2021-02-22,"Peoria, IL","Palm Bay, FL",4724.79,340,54.91
2022-04-24,"Provo, UT","Antioch, CA",596.34,551,8.19
2021-11-22,"Tulsa, OK","Rochester, NY",2139.07,145,28.55
2022-10-28,"Santa Clarita, CA","Lubbock, TX",3091.66,923,38.19
2021-04-01,"Pittsburgh, PA","Bremerton, WA",1820.08,941,27.88
2023-10-07,"Houston, TX","Miami, FL",2050.8,263,32.82
2021-10-01,"Aguadilla, PR","Queens, NY",2997.96,631,26.43
2020-02-08,"Rochester, NY","Springfield, MO",4210.41,324,43.75
2020-09-13,"Lansing, MI","Louisville, KY",1124.3,153,9.69
2023-04-14,"Kissimmee, FL","Flint, MI",2632.28,263,42.74
2021-04-13,"Salem, OR","Nashua, NH",1413.29,215,16.06
2020-03-28,"Cape Coral, FL","Birmingham, AL",2081.6,957,20.06
2022-07-20,"New York, NY","Wichita, KS",2737.48,746,36.08
2023-11-13,"San Francisco, CA","Fargo, ND",1597.36,720,17.39
2023-08-11,"Columbia, SC","Lexington, KY",1735.25,823,14.6
2022-07-30,"Brownsville, TX","Gilbert, AZ",4364.71,386,61.01
2020-03-19,"Oxnard, CA","Winter Haven, FL",948.91,919,9.93
2021-04-06,"San Antonio, TX","Orlando, FL",1308.9,669,17.16
2021-06-20,"Newark, NJ","Boston, MA",2857.45,150,35.86
2022-01-25,"Ogden, UT","Newark, NJ",357.07,87,3.4
2021-12-15,"Mobile, AL","Reno, NV",1707.41,163,19.13
2020-09-21,"Huntsville, AL","Greensboro, NC",1513.86,664,22.92
2023-01-16,"Richmond, VA","Bridgeport, CT",3873.16,116,51.49
2023-10-14,"Provo, UT","Arlington, VA",3463.12,914,34.49
2023-08-03,"Jackson, MS","Jersey City, NJ",3920.42,301,36.86
2021-03-23,"Boise, ID","Madison, WI",155.94,209,2.0
2022-01-22,"Tucson, AZ","Spokane, WA",4559.73,371,44.8
2022-04-05,"Indio, CA","Concord, CA",2499.04,366,21.97
2022-01-18,"Laredo, TX","Mesa, AZ",3561.72,430,55.78
2023-12-13,"Rockford, IL","Springfield, MO",3472.29,677,39.45
2023-08-06,"Killeen, TX","Baton Rouge, LA",1428.64,748,15.89
2021-12-25,"Plano, TX","Detroit, MI",4492.43,452,39.97
2020-12-25,"Palm Bay, FL","Winter Haven, FL",1516.74,321,18.69
2023-11-07,"Hialeah, FL","Seattle, WA",2741.12,531,43.24
2020-05-19,"Knoxville, TN","Eugene, OR",1673.97,437,14.63
2021-07-04,"Wichita, KS","Buffalo, NY",1870.45,379,26.91
2021-05-06,"Brooklyn, NY","Chesapeake, VA",4208.32,363,48.79
2022-01-13,"San Antonio, TX","Bakersfield, CA",1410.48,811,15.34
2024-02-05,"Scottsdale, AZ","Minneapolis, MN",4209.26,539,37.13
2023-10-26,"Richmond, VA","Gulfport, MS",2624.26,121,33.62
2023-02-17,"Manhattan, NY","Oxnard, CA",3773.44,87,49.15
2021-05-26,"Garland, TX","Enterprise, NV",3760.31,149,43.77
2021-05-26,"Aguadilla, PR","Greensboro, NC",2671.27,931,28.35
2022-03-30,"Pittsburgh, PA","Los Angeles, CA",1965.26,619,25.02
2023-12-27,"Los Angeles, CA","Chula Vista, CA",468.71,854,6.24
2021-01-08,"Fort Collins, CO","Greenville, SC",566.83,882,6.66
2020-02-24,"Minneapolis, MN","Jersey City, NJ",1048.22,666,9.09
2023-07-06,"Kissimmee, FL","Peoria, IL",1449.49,982,15.81
2021-07-17,"Concord, CA","McAllen, TX",2157.3,570,33.58
2023-12-12,"Atlanta, GA","Santa Ana, CA",4278.98,625,62.4
2023-02-11,"Virginia Beach, VA","Rock Hill, SC",680.94,150,8.93
2022-10-19,"Milwaukee, WI","Queens, NY",3603.29,270,37.72
2021-07-28,"Jersey City, NJ","Seattle, WA",837.41,679,9.23
2023-03-06,"Honolulu, HI","Canton, OH",4882.97,990,46.72
2020-04-15,"Myrtle Beach, SC","Eugene, OR",1945.26,738,18.11
2023-10-28,"Miami, FL","Irving, TX",1287.75,664,14.55
2021-01-12,"Canton, OH","Hartford, CT",657.17,236,6.73
2024-01-21,"Concord, NC","Minneapolis, MN",3789.01,288,34.78
2021-03-20,"San Diego, CA","Canton, OH",4063.94,642,37.95
2020-11-28,"Virginia Beach, VA","Enterprise, NV",2426.03,957,21.06
2020-12-01,"Fremont, CA","San Jose, CA",3947.04,930,38.15
2021-10-06,"Appleton, WI","Montgomery, AL",2758.97,111,23.24
2022-04-08,"Green Bay, WI","Miami, FL",1653.99,334,18.2
2021-07-22,"Jackson, MS","St. Petersburg, FL",2600.05,139,27.56
2020-09-11,"Grand Rapids, MI","Bridgeport, CT",190.84,81,2.8
2022-12-15,"Chicago, IL","Nashua, NH",3661.94,168,44.96
2023-02-05,"Lincoln, NE","Manhattan, NY",652.71,503,8.95
2022-09-27,"Appleton, WI","Milwaukee, WI",1942.9,399,18.14
2021-06-25,"Raleigh, NC","Flint, MI",518.7,273,7.93
2022-06-11,"Buffalo, NY","Flint, MI",4735.38,882,44.7
2020-12-20,"Shreveport, LA","Indio, CA",3695.09,430,31.62
2020-05-08,"Fort Wayne, IN","Davenport, IA",3505.14,943,45.54
2022-12-06,"Albuquerque, NM","Jackson, MS",2382.95,663,34.6
2023-02-21,"Memphis, TN","Seattle, WA",3590.3,251,52.64
2023-02-09,"Columbia, SC","Fresno, CA",3874.96,583,41.87
2021-03-09,"Concord, NC","Myrtle Beach, SC",3829.15,93,53.67
2022-02-07,"Bremerton, WA","Fort Collins, CO",2426.9,360,31.83
2022-11-26,"Rochester, NY","Richmond, VA",4043.1,260,39.25
2022-02-24,"St. Paul, MN","Bremerton, WA",2142.72,257,21.07
2023-08-12,"Tampa, FL","Phoenix, AZ",184.0,300,1.6
2020-09-05,"Chandler, AZ","Kissimmee, FL",1935.22,894,18.13
2020-12-07,"Milwaukee, WI","Fort Collins, CO",2752.02,484,35.4
2020-09-07,"Buffalo, NY","Rockford, IL",3563.17,230,35.75
2022-09-11,"Palm Bay, FL","Bonita Springs, FL",1940.16,70,30.02
2020-05-18,"Davenport, IA","Asheville, NC",1649.21,844,27.25
2023-10-20,"Denver, CO","Miami, FL",4193.04,179,36.34
2022-07-16,"Oklahoma City, OK","Anchorage, AK",3367.69,845,31.48
2020-11-14,"Hialeah, FL","Grand Rapids, MI",3616.21,465,37.78
2022-03-27,"Spokane, WA","Fargo, ND",1649.57,470,17.52
2023-07-17,"Trenton, NJ","Fort Collins, CO",1735.92,342,15.96
2020-06-22,"Atlanta, GA","Springfield, MO",1359.22,531,16.59
2020-06-12,"Chandler, AZ","Wilmington, NC",267.9,847,3.21
2024-02-07,"Wichita, KS","Bridgeport, CT",4520.47,635,48.85
2021-11-05,"Eugene, OR","Fresno, CA",1575.59,562,14.8
2022-01-16,"Gilbert, AZ","San Francisco, CA",1206.85,942,10.83
2024-01-13,"Santa Clarita, CA","Chattanooga, TN",1207.87,388,14.62
2021-09-26,"Philadelphia, PA","Baltimore, MD",2860.58,372,41.75
2022-10-09,"Gulfport, MS","Bremerton, WA",3617.28,264,48.64
2024-02-02,"Oakland, CA","Columbus, OH",251.99,609,4.05
2020-11-12,"Fort Worth, TX","York, PA",3341.2,698,33.58
2020-10-21,"Eugene, OR","Seattle, WA",3089.67,659,42.66
2021-01-04,"Santa Clarita, CA","Oxnard, CA",1326.36,401,12.3
2023-08-18,"Fayetteville, NC","Boise, ID",812.48,667,11.26
2022-09-17,"Jacksonville, FL","Youngstown, OH",2190.68,500,29.01
2021-06-01,"Honolulu, HI","Scottsdale, AZ",1438.59,126,19.46
2023-07-02,"Minneapolis, MN","Toledo, OH",4733.6,115,40.81
2023-01-18,"Stockton, CA","Oklahoma City, OK",2451.5,741,20.53
2023-12-21,"Dayton, OH","St. Petersburg, FL",2564.34,101,35.97
2021-10-26,"Pittsburgh, PA","Ann Arbor, MI",4820.86,349,57.73
2022-07-12,"Irving, TX","Long Beach, CA",2188.74,120,19.66
2021-12-16,"El Paso, TX","Huntsville, AL",4680.83,76,67.81
2021-02-25,"Anaheim, CA","Philadelphia, PA",1273.8,638,20.46
2022-05-28,"Jackson, MS","Fayetteville, NC",959.45,562,10.01
2024-02-07,"San Juan, PR","Asheville, NC",3032.94,140,33.72
2021-01-31,"Lubbock, TX","Brooklyn, NY",353.03,117,5.14
2020-10-14,"Salem, OR","Round Lake Beach, IL",2285.06,879,28.06
2024-01-03,"Norfolk, VA","San Juan, PR",2901.82,287,26.54
2020-09-12,"Ann Arbor, MI","San Diego, CA",218.58,258,2.23
2020-02-29,"Columbus, GA","Long Beach, CA",793.37,51,7.35
2023-12-27,"Des Moines, IA","Chula Vista, CA",317.34,317,2.83
2022-05-31,"Syracuse, NY","South Bend, IN",1154.52,769,10.42
2022-07-27,"Youngstown, OH","Louisville, KY",4423.78,916,69.12
2022-01-16,"Lincoln, NE","Provo, UT",2448.59,870,26.54
2021-12-01,"Plano, TX","Honolulu, HI",1167.21,851,19.31
2021-08-24,"Chattanooga, TN","Norfolk, VA",3922.64,631,51.54
2022-10-31,"Buffalo, NY","Mission Viejo, CA",3042.56,816,27.74
2023-01-31,"Dallas, TX","Springfield, MA",4472.27,847,48.06
2022-12-30,"Augusta, GA","Winston-Salem, NC",1155.31,934,14.19
2020-04-12,"St. Louis, MO","Pensacola, FL",3535.82,540,42.58
2021-12-07,"Sacramento, CA","Huntsville, AL",1954.93,144,29.77
2021-05-06,"San Antonio, TX","Louisville, KY",3714.41,929,44.14
2023-09-07,"Lubbock, TX","Hialeah, FL",3447.69,604,37.21
2020-03-07,"Winston-Salem, NC","Columbus, GA",1042.33,346,14.65
2022-04-15,"Fargo, ND","Syracuse, NY",4449.39,281,38.09
2020-10-03,"Cleveland, OH","Shreveport, LA",2209.52,608,19.27
2022-01-23,"New York, NY","Orlando, FL",417.28,668,6.91
2020-07-16,"Lafayette, LA","Detroit, MI",2133.9,759,30.1
2022-01-01,"Jackson, MS","Arlington, VA",2289.3,642,22.6
2020-01-18,"Los Angeles, CA","Minneapolis, MN",3530.78,116,35.08
2021-07-23,"Staten Island, NY","Bridgeport, CT",2358.21,850,27.68
2023-10-09,"Lakeland, FL","Austin, TX",1505.96,414,17.93
2021-12-17,"Winter Haven, FL","Lubbock, TX",4837.7,480,50.8
2020-02-10,"Albuquerque, NM","Youngstown, OH",1777.08,524,21.21
2023-10-07,"Bonita Springs, FL","Winston-Salem, NC",1919.68,593,22.26
2022-03-30,"Rock Hill, SC","Youngstown, OH",4663.49,327,63.27
2020-01-17,"Victorville, CA","Tulsa, OK",1215.8,176,10.95
2020-06-08,"Pittsburgh, PA","Antioch, CA",4098.05,844,43.12
2022-01-13,"Virginia Beach, VA","Anchorage, AK",4610.55,222,60.15
2020-09-15,"Lansing, MI","Montgomery, AL",2159.01,475,18.57
2020-03-26,"Rockford, IL","Poughkeepsie, NY",4716.42,618,44.87
2020-03-16,"Oklahoma City, OK","Asheville, NC",3719.7,846,50.42
2022-05-24,"St. Paul, MN","Madison, WI",3158.84,219,28.08
2022-05-16,"Richmond, VA","Tulsa, OK",4537.88,495,53.44
2023-06-03,"Chicago, IL","Antioch, CA",4502.24,619,37.91
2021-02-10,"Philadelphia, PA","Baton Rouge, LA",712.79,274,7.0
2022-06-03,"Brooklyn, NY","Chandler, AZ",3147.99,128,29.93
2020-09-13,"Winston-Salem, NC","Bonita Springs, FL",900.59,168,14.68
2023-08-13,"Providence, RI","Enterprise, NV",2323.5,702,35.63
2020-05-21,"Winston-Salem, NC","Santa Ana, CA",343.55,458,2.92
2023-08-06,"Springfield, MA","Jackson, MS",4441.1,655,45.08
2020-09-18,"Des Moines, IA","Winston-Salem, NC",4999.96,156,45.68
2021-09-26,"South Bend, IN","Mesa, AZ",596.65,69,5.57
2023-04-08,"McAllen, TX","Canton, OH",3492.02,592,48.72
2023-07-08,"South Bend, IN","Mesa, AZ",3438.66,346,52.43
2023-06-28,"San Antonio, TX","Charlotte, NC",3351.44,142,32.41
2022-09-08,"Spokane, WA","Chula Vista, CA",4136.96,197,49.4
2022-05-10,"Canton, OH","Bremerton, WA",1193.25,383,12.57
2023-12-09,"Mobile, AL","Riverside, CA",379.47,479,4.96
2023-06-03,"Cincinnati, OH","Corpus Christi, TX",945.33,156,10.44
2023-10-21,"Cincinnati, OH","Fremont, CA",1999.13,133,22.44
2020-09-03,"Denver, CO","Killeen, TX",2108.53,533,25.94
2022-04-15,"McAllen, TX","Ogden, UT",984.61,859,10.75
2020-01-07,"Oklahoma City, OK","Provo, UT",3127.96,459,35.35
2023-09-27,"Denver, CO","San Jose, CA",3760.18,721,34.54
2023-09-15,"Allentown, PA","Appleton, WI",1099.75,440,12.02
2021-10-24,"Dayton, OH","Miami, FL",1834.24,955,19.71
2022-03-01,"St. Paul, MN","Staten Island, NY",3000.69,336,47.36
2020-04-21,"Memphis, TN","Durham, NC",4125.68,948,44.23
2020-09-15,"Concord, CA","Indianapolis, IN",3632.31,227,34.44
2020-04-27,"Salt Lake City, UT","Washington, DC",2976.32,541,39.37
2023-12-24,"Fort Wayne, IN","Bremerton, WA",1286.05,993,17.48
2021-07-30,"Portland, OR","Atlanta, GA",2386.85,862,24.55
2020-06-30,"Shreveport, LA","Queens, NY",3021.6,115,26.18
2021-06-07,"Columbia, SC","Albuquerque, NM",1873.6,536,23.79
2022-08-28,"Charleston, SC","Reno, NV",1846.0,466,16.84
2020-09-05,"Kissimmee, FL","Appleton, WI",4455.77,776,48.27
2021-07-18,"New Haven, CT","Laredo, TX",3290.31,804,42.17
2022-01-26,"Queens, NY","Detroit, MI",4751.56,876,47.89
2021-04-09,"Concord, CA","Nashville, TN",4444.48,701,47.01
2020-06-05,"Rochester, NY","Salt Lake City, UT",427.75,421,6.98
2020-10-04,"Hartford, CT","Lexington, KY",3087.1,631,35.3
2020-03-31,"Henderson, NV","Irving, TX",2350.95,515,20.78
2021-06-30,"Lafayette, LA","Lancaster, PA",1286.0,74,12.8
2022-05-26,"Huntsville, AL","Brooklyn, NY",3432.89,837,39.78
2023-01-27,"Reading, PA","Rock Hill, SC",1390.65,343,13.34
2022-06-27,"Lansing, MI","Des Moines, IA",2746.17,521,26.15
2023-07-29,"Huntsville, AL","St. Paul, MN",4286.02,87,51.38
2024-01-14,"Henderson, NV","Queens, NY",771.07,912,9.05
2022-06-18,"Boise, ID","Arlington, TX",513.25,379,4.48
2021-08-12,"Virginia Beach, VA","Lexington, KY",782.45,401,12.62
2023-02-16,"Rockford, IL","Brooklyn, NY",1751.96,706,23.57
2021-09-24,"Sacramento, CA","Kennewick, WA",1624.56,936,15.38
2021-11-03,"Rockford, IL","Des Moines, IA",2398.08,394,21.55
2020-07-31,"Houston, TX","Grand Rapids, MI",2749.49,693,29.37
2021-01-22,"Grand Rapids, MI","Stockton, CA",2147.66,910,19.42
2020-09-17,"Jackson, MS","Scranton, PA",1103.9,606,15.65
2022-01-18,"Chula Vista, CA","El Paso, TX",4478.67,576,63.62
2021-07-05,"Baltimore, MD","Myrtle Beach, SC",3898.24,668,39.19
2021-10-22,"New York, NY","Kennewick, WA",3359.11,629,37.44
2023-04-26,"Lafayette, LA","Aurora, CO",171.63,232,2.79
2023-07-31,"Rochester, NY","Santa Ana, CA",1054.0,657,16.17
2022-11-11,"Lancaster, PA","Grand Rapids, MI",1958.28,134,20.65
2021-09-02,"Arlington, TX","San Diego, CA",675.17,228,7.04
2022-06-18,"Henderson, NV","Manhattan, NY",1084.08,558,15.14
2021-04-14,"Tulsa, OK","Stockton, CA",983.65,451,8.37
2022-03-24,"Springfield, MA","Eugene, OR",3247.76,835,38.24
2023-06-10,"Toledo, OH","Santa Clarita, CA",2873.36,230,26.38
2021-06-27,"Akron, OH","Lansing, MI",4317.31,669,64.94
2023-09-02,"Lexington, KY","Columbus, OH",2527.06,85,40.64
2021-03-15,"Denton, TX","Aurora, CO",3069.08,235,26.72
2023-01-06,"Cincinnati, OH","Miami, FL",4799.1,158,44.76
2021-12-17,"Charleston, SC","Worcester, MA",1224.14,57,11.16
2022-10-03,"Mobile, AL","Oxnard, CA",2869.13,280,26.84
2023-06-09,"Round Lake Beach, IL","Rockford, IL",3469.83,133,47.88
2023-09-25,"Peoria, IL","Salem, OR",2277.92,142,29.44
2021-02-08,"Gulfport, MS","Pittsburgh, PA",4830.81,613,57.62
2023-09-24,"Fort Worth, TX","San Antonio, TX",3435.62,282,43.88
2022-09-20,"Cincinnati, OH","Enterprise, NV",2006.73,823,17.93
2021-06-16,"Wichita, KS","Las Vegas, NV",258.67,723,2.77
2022-08-28,"Modesto, CA","Colorado Springs, CO",3625.19,964,35.1
2021-08-28,"Kennewick, WA","Antioch, CA",3231.78,149,46.87
2022-12-30,"Kissimmee, FL","Portland, OR",4951.58,873,54.67
2023-03-19,"Staten Island, NY","Corpus Christi, TX",1491.49,594,13.79
2021-11-18,"Pensacola, FL","Durham, NC",3853.75,570,39.76
2020-05-03,"New York, NY","Austin, TX",434.17,698,4.25
2022-03-18,"Eugene, OR","Los Angeles, CA",1562.44,749,13.02
2021-01-30,"Augusta, GA","Chula Vista, CA",2361.59,139,36.52
2022-04-16,"Spokane, WA","Concord, CA",1316.15,209,20.82
2023-02-25,"Queens, NY","Boise, ID",3323.27,884,27.97
2023-10-23,"Rockford, IL","Aguadilla, PR",1676.39,50,20.16
2023-02-20,"Nashua, NH","Arlington, TX",1189.98,310,18.35
2020-08-07,"Modesto, CA","Bakersfield, CA",4069.97,671,42.53
2023-03-11,"Winston-Salem, NC","Reno, NV",4254.14,505,56.98
2021-03-08,"Atlanta, GA","Concord, NC",218.8,917,3.21
2021-07-28,"Henderson, NV","Bremerton, WA",3913.76,913,64.55
2022-06-05,"Cape Coral, FL","El Paso, TX",4860.71,238,55.81
2022-11-05,"St. Paul, MN","Savannah, GA",1207.47,735,11.41
2022-05-05,"Spokane, WA","Corpus Christi, TX",823.15,241,7.65
2022-06-15,"Santa Clarita, CA","Queens, NY",2904.89,561,24.94
2022-11-09,"Baton Rouge, LA","Hartford, CT",2227.72,771,22.3
2022-07-13,"Chesapeake, VA","Eugene, OR",1742.55,744,14.81
2020-01-13,"Los Angeles, CA","Indio, CA",3729.3,572,32.0
2020-09-19,"Columbia, SC","Cleveland, OH",4346.25,147,54.26
2021-01-30,"Jersey City, NJ","Philadelphia, PA",2663.13,974,22.73
2020-12-10,"Greensboro, NC","St. Louis, MO",3407.35,380,35.44
2021-07-06,"Lancaster, PA","Albany, NY",554.23,528,8.23
2022-01-11,"Springfield, MO","Killeen, TX",532.78,788,5.17
2021-12-23,"Queens, NY","Dallas, TX",238.75,62,1.99
2023-08-08,"Allentown, PA","Durham, NC",2735.34,648,35.02
2022-06-05,"Savannah, GA","Laredo, TX",1324.72,734,17.23
2021-11-08,"Louisville, KY","Worcester, MA",4050.58,227,52.5
2023-04-13,"Birmingham, AL","Modesto, CA",3813.13,302,42.48
2021-06-28,"Greenville, SC","Antioch, CA",4014.95,852,47.52
2022-07-20,"Greenville, SC","Cleveland, OH",4713.47,934,76.56
2022-11-10,"Santa Clarita, CA","Myrtle Beach, SC",1312.09,479,18.37
2022-09-19,"Birmingham, AL","Antioch, CA",2017.66,830,28.03
2021-06-03,"Hartford, CT","Tallahassee, FL",3033.79,529,37.74
2021-12-06,"Fayetteville, NC","Springfield, MA",4935.89,781,54.92
2022-11-11,"Des Moines, IA","Canton, OH",861.73,736,9.03
2023-05-25,"New Haven, CT","St. Paul, MN",4844.86,651,61.92
2024-01-30,"St. Louis, MO","Albany, NY",4274.56,647,69.03
2020-11-03,"Indio, CA","Fayetteville, AR",3616.87,236,36.63
2022-03-03,"Denton, TX","Miami, FL",3144.49,410,35.67
2022-03-26,"Spokane, WA","Tampa, FL",1498.93,842,18.6
2023-11-13,"Lubbock, TX","New Orleans, LA",2838.19,602,45.26
2020-11-30,"Savannah, GA","Davenport, IA",1931.47,184,21.08
2021-02-14,"Pittsburgh, PA","Bakersfield, CA",2915.86,656,38.0
2023-02-04,"Green Bay, WI","Irvine, CA",1329.31,289,12.29
2023-08-19,"Victorville, CA","Fort Wayne, IN",4202.93,690,36.68
2021-12-10,"Deltona, FL","Lubbock, TX",3693.7,410,42.37
2022-08-04,"Kansas City, MO","Nashville, TN",1316.39,75,11.51
2020-12-09,"Worcester, MA","Baltimore, MD",3831.66,492,53.1
2020-09-19,"Newark, NJ","Santa Rosa, CA",1073.74,737,9.32
2022-12-25,"Modesto, CA","York, PA",376.78,400,6.21
2022-12-26,"Boise, ID","Denver, CO",2043.73,798,17.32
2020-02-16,"Myrtle Beach, SC","Henderson, NV",3042.0,883,27.52
2021-12-27,"El Paso, TX","Memphis, TN",4196.09,803,45.51
2022-01-19,"Oakland, CA","Syracuse, NY",4101.43,443,37.56
2023-09-14,"Arlington, TX","Scranton, PA",4493.21,504,69.43
2023-03-06,"Springfield, MO","Brooklyn, NY",747.39,233,11.11
2021-11-07,"Eugene, OR","Springfield, MA",1988.49,832,20.49
2023-05-06,"Palm Bay, FL","Trenton, NJ",2929.9,195,28.51
2020-04-03,"Albany, NY","Norfolk, VA",1422.85,967,18.88
2020-05-03,"Chesapeake, VA","Pittsburgh, PA",3254.7,766,41.19
2021-10-02,"Deltona, FL","Columbia, SC",1932.66,628,23.38
2020-09-25,"Rock Hill, SC","Shreveport, LA",848.3,848,9.47
2021-08-13,"Gulfport, MS","Albany, NY",1106.84,280,14.45
2022-12-10,"Little Rock, AR","Salem, OR",4631.5,294,55.11
2022-03-02,"Wilmington, NC","Seattle, WA",252.34,524,3.03
2021-10-15,"Chandler, AZ","Provo, UT",3744.98,287,48.03
2022-11-01,"Rockford, IL","Jacksonville, FL",3643.14,532,36.18
2023-06-15,"Jacksonville, FL","Milwaukee, WI",4402.14,276,44.77
2023-09-15,"San Juan, PR","Spokane, WA",392.27,581,3.57
2023-03-02,"Washington, DC","Hialeah, FL",3247.12,341,27.89
2023-05-21,"Chesapeake, VA","Madison, WI",3194.26,87,46.01
2021-05-04,"Wichita, KS","Oxnard, CA",421.05,800,4.54
2023-06-27,"Bakersfield, CA","Harrisburg, PA",3048.38,93,30.29
